sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID1962197151__Dry_Green_g,train/ID1962197151.jpg,2015/4/1,NSW,Lucerne,0.72,35.0,Dry_Green_g,22.0
ID1962197151__Dry_Total_g,train/ID1962197151.jpg,2015/4/1,NSW,Lucerne,0.72,35.0,Dry_Total_g,22.0
ID1962197151__GDM_g,train/ID1962197151.jpg,2015/4/1,NSW,Lucerne,0.72,35.0,GDM_g,22.0
ID1962379474__Dry_Clover_g,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,Dry_Clover_g,1.4451
ID1962379474__Dry_Dead_g,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,Dry_Dead_g,40.1734
ID1962379474__Dry_Green_g,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,Dry_Green_g,17.341
ID1962379474__Dry_Total_g,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,Dry_Total_g,58.9595
ID1962379474__GDM_g,train/ID1962379474.jpg,2015/11/10,Tas,Ryegrass_Clover,0.55,5.1667,GDM_g,18.7861
ID1963715583__Dry_Clover_g,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,Dry_Clover_g,0.34
ID1963715583__Dry_Dead_g,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,Dry_Dead_g,0.0
ID1963715583__Dry_Green_g,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,Dry_Green_g,0.7
ID1963715583__Dry_Total_g,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,Dry_Total_g,1.04
ID1963715583__GDM_g,train/ID1963715583.jpg,2015/7/8,WA,Clover,0.16,1.0,GDM_g,1.04
ID196516535__Dry_Clover_g,train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,Dry_Clover_g,0.5231
ID196516535__Dry_Dead_g,train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,Dry_Dead_g,24.8461
ID196516535__Dry_Green_g,train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,Dry_Green_g,9.0231
ID196516535__Dry_Total_g,train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,Dry_Total_g,34.3923
ID196516535__GDM_g,train/ID196516535.jpg,2015/5/18,Tas,Ryegrass,0.45,3.0,GDM_g,9.5462
ID1970522802__Dry_Clover_g,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,Dry_Clover_g,0.0
ID1970522802__Dry_Dead_g,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,Dry_Dead_g,13.5089
ID1970522802__Dry_Green_g,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,Dry_Green_g,32.8911
ID1970522802__Dry_Total_g,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,Dry_Total_g,46.4
ID1970522802__GDM_g,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,GDM_g,32.8911
ID1976436386__Dry_Clover_g,train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,Dry_Clover_g,7.9555
ID1976436386__Dry_Dead_g,train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,Dry_Dead_g,25.2703
ID1976436386__Dry_Green_g,train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,Dry_Green_g,26.6742
ID1976436386__Dry_Total_g,train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,Dry_Total_g,59.9
ID1976436386__GDM_g,train/ID1976436386.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,GDM_g,34.6297
ID1980675327__Dry_Clover_g,train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,Dry_Clover_g,2.6598
ID1980675327__Dry_Dead_g,train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,Dry_Dead_g,9.0024
ID1980675327__Dry_Green_g,train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,Dry_Green_g,14.7312
ID1980675327__Dry_Total_g,train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,Dry_Total_g,26.3934
ID1980675327__GDM_g,train/ID1980675327.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,1.0,GDM_g,17.391
ID1982662138__Dry_Clover_g,train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,Dry_Clover_g,0.0
ID1982662138__Dry_Dead_g,train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,Dry_Dead_g,1.1594
ID1982662138__Dry_Green_g,train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,Dry_Green_g,35.9406
ID1982662138__Dry_Total_g,train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,Dry_Total_g,37.1
ID1982662138__GDM_g,train/ID1982662138.jpg,2015/4/1,NSW,Lucerne,0.79,33.0,GDM_g,35.9406
ID1988033238__Dry_Clover_g,train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,Dry_Clover_g,4.8803
ID1988033238__Dry_Dead_g,train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,Dry_Dead_g,12.4718
ID1988033238__Dry_Green_g,train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,Dry_Green_g,21.1479
ID1988033238__Dry_Total_g,train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,Dry_Total_g,38.5
ID1988033238__GDM_g,train/ID1988033238.jpg,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,GDM_g,26.0282
ID1989506559__Dry_Clover_g,train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,Dry_Clover_g,15.202
ID1989506559__Dry_Dead_g,train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,Dry_Dead_g,8.1077
ID1989506559__Dry_Green_g,train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,Dry_Green_g,28.377
ID1989506559__Dry_Total_g,train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,Dry_Total_g,51.6867
ID1989506559__GDM_g,train/ID1989506559.jpg,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,GDM_g,43.579
ID1993907137__Dry_Clover_g,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,Dry_Clover_g,0.1834
ID1993907137__Dry_Dead_g,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,Dry_Dead_g,12.8356
ID1993907137__Dry_Green_g,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,Dry_Green_g,15.9528
ID1993907137__Dry_Total_g,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,Dry_Total_g,28.9718
ID1993907137__GDM_g,train/ID1993907137.jpg,2015/5/18,Tas,Ryegrass,0.5,3.0,GDM_g,16.1362
ID1997244125__Dry_Clover_g,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,Dry_Clover_g,0.0
ID1997244125__Dry_Dead_g,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,Dry_Dead_g,46.0672
ID1997244125__Dry_Green_g,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,Dry_Green_g,4.1536
ID1997244125__Dry_Total_g,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,Dry_Total_g,50.2208
ID1997244125__GDM_g,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,GDM_g,4.1536
ID2002797732__Dry_Clover_g,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,Dry_Clover_g,0.55
ID2002797732__Dry_Dead_g,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,Dry_Dead_g,3.3
ID2002797732__Dry_Green_g,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,Dry_Green_g,9.35
ID2002797732__Dry_Total_g,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,Dry_Total_g,13.2
ID2002797732__GDM_g,train/ID2002797732.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,2.0,GDM_g,9.9
ID2003438517__Dry_Clover_g,train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,Dry_Clover_g,5.2
ID2003438517__Dry_Dead_g,train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,Dry_Dead_g,2.08
ID2003438517__Dry_Green_g,train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,Dry_Green_g,13.52
ID2003438517__Dry_Total_g,train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,Dry_Total_g,20.8
ID2003438517__GDM_g,train/ID2003438517.jpg,2015/7/2,Vic,Ryegrass_Clover,0.74,4.0,GDM_g,18.72
ID2006686196__Dry_Clover_g,train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,Dry_Clover_g,0.0
ID2006686196__Dry_Dead_g,train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,Dry_Dead_g,38.8581
ID2006686196__Dry_Green_g,train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,Dry_Green_g,28.0419
ID2006686196__Dry_Total_g,train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,Dry_Total_g,66.9
ID2006686196__GDM_g,train/ID2006686196.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,GDM_g,28.0419
ID2010625680__Dry_Clover_g,train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,Dry_Clover_g,37.5911
ID2010625680__Dry_Dead_g,train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,Dry_Dead_g,0.0
ID2010625680__Dry_Green_g,train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,Dry_Green_g,5.0589
ID2010625680__Dry_Total_g,train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,Dry_Total_g,42.65
ID2010625680__GDM_g,train/ID2010625680.jpg,2015/7/8,WA,Clover,0.75,3.0,GDM_g,42.65
ID2014192906__Dry_Clover_g,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,Dry_Clover_g,0.5
ID2014192906__Dry_Dead_g,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,Dry_Dead_g,7.0
ID2014192906__Dry_Green_g,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,Dry_Green_g,3.0
ID2014192906__Dry_Total_g,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,Dry_Total_g,10.1912
ID2014192906__GDM_g,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,GDM_g,3.5
ID2030696575__Dry_Clover_g,train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,Dry_Clover_g,2.1
ID2030696575__Dry_Dead_g,train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,Dry_Dead_g,2.6
ID2030696575__Dry_Green_g,train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,Dry_Green_g,1.6
ID2030696575__Dry_Total_g,train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,Dry_Total_g,6.3
ID2030696575__GDM_g,train/ID2030696575.jpg,2015/11/9,Tas,Clover,0.31,1.1667,GDM_g,3.7
ID2037861084__Dry_Clover_g,train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,Dry_Clover_g,0.0
ID2037861084__Dry_Dead_g,train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,Dry_Dead_g,12.2169
ID2037861084__Dry_Green_g,train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,Dry_Green_g,28.6831
ID2037861084__Dry_Total_g,train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,Dry_Total_g,40.9
ID2037861084__GDM_g,train/ID2037861084.jpg,2015/6/30,Vic,Phalaris_Clover,0.77,3.8,GDM_g,28.6831
ID2048645043__Dry_Clover_g,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,Dry_Clover_g,4.186
ID2048645043__Dry_Dead_g,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,Dry_Dead_g,11.5116
ID2048645043__Dry_Green_g,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,Dry_Green_g,10.4651
ID2048645043__Dry_Total_g,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,Dry_Total_g,26.1628
ID2048645043__GDM_g,train/ID2048645043.jpg,2015/6/26,Vic,Ryegrass,0.76,4.0,GDM_g,14.6512
ID2052442675__Dry_Clover_g,train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,Dry_Clover_g,0.0
ID2052442675__Dry_Dead_g,train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,Dry_Dead_g,2.7
ID2052442675__Dry_Green_g,train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,Dry_Green_g,14.5
ID2052442675__Dry_Total_g,train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,Dry_Total_g,17.2
ID2052442675__GDM_g,train/ID2052442675.jpg,2015/5/19,Tas,Ryegrass_Clover,0.43,2.0,GDM_g,14.5
ID2052993274__Dry_Clover_g,train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,Dry_Clover_g,0.0
ID2052993274__Dry_Dead_g,train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,Dry_Dead_g,1.7764
ID2052993274__Dry_Green_g,train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,Dry_Green_g,103.6236
ID2052993274__Dry_Total_g,train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,Dry_Total_g,105.4
ID2052993274__GDM_g,train/ID2052993274.jpg,2015/2/24,NSW,Phalaris,0.66,32.0,GDM_g,103.6236
ID2053315094__Dry_Clover_g,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,Dry_Clover_g,0.0
ID2053315094__Dry_Dead_g,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,Dry_Dead_g,17.8111
ID2053315094__Dry_Green_g,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,Dry_Green_g,50.8889
ID2053315094__Dry_Total_g,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,Dry_Total_g,68.7
ID2053315094__GDM_g,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,GDM_g,50.8889
ID2056023629__Dry_Clover_g,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,Dry_Clover_g,0.0
ID2056023629__Dry_Dead_g,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,Dry_Dead_g,25.1357
ID2056023629__Dry_Green_g,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,Dry_Green_g,57.6643
ID2056023629__Dry_Total_g,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,Dry_Total_g,82.8
ID2056023629__GDM_g,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,GDM_g,57.6643
ID2056982009__Dry_Clover_g,train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Clover_g,4.0868
ID2056982009__Dry_Dead_g,train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Dead_g,1.5598
ID2056982009__Dry_Green_g,train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Green_g,30.8534
ID2056982009__Dry_Total_g,train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Total_g,36.5
ID2056982009__GDM_g,train/ID2056982009.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,GDM_g,34.9402
ID2069766023__Dry_Clover_g,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,Dry_Clover_g,1.8208
ID2069766023__Dry_Dead_g,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,Dry_Dead_g,32.7742
ID2069766023__Dry_Green_g,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,Dry_Green_g,6.1907
ID2069766023__Dry_Total_g,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,Dry_Total_g,40.7857
ID2069766023__GDM_g,train/ID2069766023.jpg,2015/6/26,Tas,Ryegrass_Clover,0.44,5.0,GDM_g,8.0115
ID2086966681__Dry_Clover_g,train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,Dry_Clover_g,3.804
ID2086966681__Dry_Dead_g,train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,Dry_Dead_g,30.7245
ID2086966681__Dry_Green_g,train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,Dry_Green_g,1.7557
ID2086966681__Dry_Total_g,train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,Dry_Total_g,36.2842
ID2086966681__GDM_g,train/ID2086966681.jpg,2015/6/29,Tas,WhiteClover,0.57,3.0,GDM_g,5.5597
ID2089023774__Dry_Clover_g,train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,Dry_Clover_g,17.5189
ID2089023774__Dry_Dead_g,train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,Dry_Dead_g,1.3042
ID2089023774__Dry_Green_g,train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,Dry_Green_g,33.4869
ID2089023774__Dry_Total_g,train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,Dry_Total_g,52.31
ID2089023774__GDM_g,train/ID2089023774.jpg,2015/9/29,Vic,Ryegrass_Clover,0.81,5.0,GDM_g,51.0058
ID2091439402__Dry_Clover_g,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,Dry_Clover_g,1.0962
ID2091439402__Dry_Dead_g,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,Dry_Dead_g,4.9327
ID2091439402__Dry_Green_g,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,Dry_Green_g,22.4712
ID2091439402__Dry_Total_g,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,Dry_Total_g,28.5
ID2091439402__GDM_g,train/ID2091439402.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,GDM_g,23.5673
ID2096636211__Dry_Clover_g,train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,Dry_Clover_g,2.6
ID2096636211__Dry_Dead_g,train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,Dry_Dead_g,32.2
ID2096636211__Dry_Green_g,train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,Dry_Green_g,11.4
ID2096636211__Dry_Total_g,train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,Dry_Total_g,46.2
ID2096636211__GDM_g,train/ID2096636211.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,GDM_g,14.0
ID2099464826__Dry_Clover_g,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,Dry_Clover_g,0.0
ID2099464826__Dry_Dead_g,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,Dry_Dead_g,25.28
ID2099464826__Dry_Green_g,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,Dry_Green_g,69.52
ID2099464826__Dry_Total_g,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,Dry_Total_g,94.8
ID2099464826__GDM_g,train/ID2099464826.jpg,2015/10/6,NSW,Fescue,0.65,10.6667,GDM_g,69.52
ID2099742797__Dry_Clover_g,train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,Dry_Clover_g,4.14
ID2099742797__Dry_Dead_g,train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,Dry_Dead_g,1.38
ID2099742797__Dry_Green_g,train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,Dry_Green_g,15.18
ID2099742797__Dry_Total_g,train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,Dry_Total_g,20.7
ID2099742797__GDM_g,train/ID2099742797.jpg,2015/7/2,Vic,Ryegrass_Clover,0.75,2.0,GDM_g,19.32
ID210865340__Dry_Clover_g,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,Dry_Clover_g,0.0
ID210865340__Dry_Dead_g,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,Dry_Dead_g,9.0731
ID210865340__Dry_Green_g,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,Dry_Green_g,12.9966
ID210865340__Dry_Total_g,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,Dry_Total_g,22.0697
ID210865340__GDM_g,train/ID210865340.jpg,2015/7/1,Tas,Ryegrass,0.67,4.0,GDM_g,12.9966
ID212206250__Dry_Clover_g,train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,Dry_Clover_g,7.32
ID212206250__Dry_Dead_g,train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,Dry_Dead_g,0.0
ID212206250__Dry_Green_g,train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,Dry_Green_g,2.4
ID212206250__Dry_Total_g,train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,Dry_Total_g,9.72
ID212206250__GDM_g,train/ID212206250.jpg,2015/7/8,WA,Clover,0.3,1.0,GDM_g,9.72
ID212206832__Dry_Clover_g,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,Dry_Clover_g,0.7014
ID212206832__Dry_Dead_g,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,Dry_Dead_g,13.3262
ID212206832__Dry_Green_g,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,Dry_Green_g,5.6924
ID212206832__Dry_Total_g,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,Dry_Total_g,19.72
ID212206832__GDM_g,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,GDM_g,6.3938
ID2125100696__Dry_Clover_g,train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,Dry_Clover_g,14.8364
ID2125100696__Dry_Dead_g,train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,Dry_Dead_g,4.9455
ID2125100696__Dry_Green_g,train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,Dry_Green_g,34.6182
ID2125100696__Dry_Total_g,train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,Dry_Total_g,54.4
ID2125100696__GDM_g,train/ID2125100696.jpg,2015/8/14,Vic,Phalaris_Clover,0.8,5.0,GDM_g,49.4545
ID2131261930__Dry_Clover_g,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,Dry_Clover_g,6.744
ID2131261930__Dry_Dead_g,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,Dry_Dead_g,42.7122
ID2131261930__Dry_Green_g,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,Dry_Green_g,31.4721
ID2131261930__Dry_Total_g,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,Dry_Total_g,80.9283
ID2131261930__GDM_g,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,GDM_g,38.2161
ID21377800__Dry_Clover_g,train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,Dry_Clover_g,0.48
ID21377800__Dry_Dead_g,train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,Dry_Dead_g,28.3224
ID21377800__Dry_Green_g,train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,Dry_Green_g,9.1208
ID21377800__Dry_Total_g,train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,Dry_Total_g,37.9232
ID21377800__GDM_g,train/ID21377800.jpg,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,GDM_g,9.6008
ID2145635095__Dry_Clover_g,train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,Dry_Clover_g,0.0
ID2145635095__Dry_Dead_g,train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,Dry_Dead_g,17.5621
ID2145635095__Dry_Green_g,train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,Dry_Green_g,22.7022
ID2145635095__Dry_Total_g,train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,Dry_Total_g,40.2643
ID2145635095__GDM_g,train/ID2145635095.jpg,2015/7/1,Tas,Ryegrass,0.73,6.0,GDM_g,22.7022
ID227847873__Dry_Clover_g,train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,Dry_Clover_g,8.6387
ID227847873__Dry_Dead_g,train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,Dry_Dead_g,7.5836
